dates,adjusted,open,high,low,close,betaYearDay,sigmaDay60,pbr,institutional,foreigners,kodexGBond3Year,vkospi200,wonPerYen,wonPerDollar,dowjones,shanghai,goldFuture,wtiNY,kospi,kospi200IT,logreturn,lrClass
2013-04-02,28400,28750,28900,28350,28400,1.492215,0.000245,2.02,196,920,54545,15.45,1195.968346,1118.35,14662.01,2227.74,1575.1,97.1,1986.15,1401.43,0.01745245,3
2013-04-03,28900,28600,29150,28550,28900,1.482639,0.000243,2.06,198,966,54545,15.33,1202.110477,1116.4,14550.35,2225.3,1552.8,94.4,1983.22,1403.92,0.010327114,2
2013-04-04,29200,28550,29200,28400,29200,1.461225,0.000242,2.08,1063,1487,54555,16.61,1168.450587,1124.4,14606.11,2225.3,1551.8,93.2,1959.45,1392.81,-0.022511773,0
2013-04-05,28550,29300,29300,28350,28550,1.458253,0.00025,2.03,696,520,54595,18.51,1166.958402,1133.35,14565.25,2225.3,1575.4,92.8,1927.23,1377.07,-0.023030247,0
2013-04-08,27900,28600,28700,27800,27900,1.461892,0.000247,1.99,274,894,54585,18.29,1153.873382,1140.95,14613.48,2211.59,1572,93.4,1918.69,1367.05,-0.003590668,1
2013-04-09,27800,27900,28200,27300,27800,1.447882,0.000245,1.98,224,1366,54550,18.72,1150.232136,1139.65,14673.46,2225.78,1586.2,94.2,1920.74,1369.79,0.005381179,2
2013-04-10,27950,28150,28200,27800,27950,1.445038,0.000245,1.99,-264,694,54550,19.38,1141.342579,1135.75,14802.24,2226.13,1558.3,94.5,1935.58,1381.65,0.03687863,3
2013-04-11,29000,28450,29100,28300,29000,1.454376,0.000242,2.07,537,1242,54330,18.52,1134.317862,1129.1,14865.14,2219.55,1564.3,93.4,1949.8,1409.64,-0.006920443,1
2013-04-12,28800,29050,29350,28650,28800,1.444559,0.000243,2.05,207,1067,54275,20.1,1142.37031,1129.69,14865.06,2206.78,1501,91.2,1924.23,1399.51,0.012079526,2
2013-04-15,29150,28950,29350,28700,29150,1.416702,0.000241,2.08,879,366,54295,18.78,1142.849852,1119.65,14599.2,2181.94,1360.6,88.6,1920.45,1400.28,-0.001716739,1
2013-04-16,29100,28850,29250,28750,29100,1.424017,0.000239,2.07,133,923,54390,17.63,1139.781097,1114.25,14756.78,2194.85,1386.8,88.7,1922.21,1411.01,-0.012100407,1
2013-04-17,28750,29350,29400,28650,28750,1.418685,0.000242,2.05,514,594,54390,16.77,1143.858751,1117.55,14618.59,2193.8,1382.2,86.7,1923.84,1400.54,-0.030011078,0
2013-04-18,27900,28400,28500,27850,27900,1.436672,0.000244,1.99,382,966,54425,17.03,1139.694656,1119.75,14537.14,2197.6,1392,88,1900.06,1370.35,0.031748698,3
2013-04-19,28800,27900,28850,27850,28800,1.444399,0.000253,2.05,350,1239,54420,16.16,1128.26328,1119.35,14547.51,2244.64,1395.3,88,1906.75,1389.34,0.006920443,2
2013-04-22,29000,28800,29100,28600,29000,1.427056,0.000248,2.07,176,449,54400,15.68,1128.868058,1119.95,14567.17,2242.17,1421,88.9,1926.31,1405.42,-0.005185837,1
2013-04-23,28850,29050,29050,28450,28850,1.427345,0.000248,2.06,236,368,54425,15.49,1127.13998,1119.25,14719.46,2184.54,1408.6,89.1,1918.63,1400.34,0.008628181,2
2013-04-24,29100,29400,29600,29000,29100,1.422592,0.000248,2.07,296,809,54420,14.63,1125.25161,1118.05,14676.3,2218.32,1423.4,91.3,1935.31,1408.36,0.013652089,2
2013-04-25,29500,29650,29950,29450,29500,1.422843,0.000248,2.1,-2449,5826,54505,14.91,1117.975269,1112.05,14700.8,2199.31,1461.8,93.3,1951.6,1412.88,-0.001696353,1
2013-04-26,29450,29400,29750,29250,29450,1.422179,0.000248,2.1,78,1132,54580,14.83,1138.328383,1111.35,14712.55,2177.91,1453.6,92.9,1944.56,1411.59,0.003389834,2
2013-04-29,29550,29550,29850,29500,29550,1.415489,0.000248,2.11,166,906,54590,15.27,1127.712685,1106.85,14818.75,2177.91,1467.4,94.4,1940.7,1406.8,0.011774737,2
2013-04-30,29900,29850,30000,29550,29900,1.413162,0.000247,2.13,81,2418,54620,14.74,1132.764295,1101.5,14839.8,2177.91,1472.2,93.4,1963.95,1427.32,-0.01516457,0
2013-05-02,29450,29750,29850,29300,29450,1.430241,0.000253,2.1,227,598,54720,15,1124.540441,1101.15,14831.58,2174.12,1467.7,94,1957.21,1418.28,0.003389834,2
2013-05-03,29550,29650,29700,29000,29550,1.429409,0.00024,2.11,883,723,54700,14.65,1108.456254,1097.15,14973.96,2205.5,1464.3,95.5,1965.71,1424.98,-0.022242149,0
2013-05-06,28900,29700,29850,28850,28900,1.436524,0.000235,2.06,-149,777,54560,14.73,1101.842529,1094.35,14968.89,2231.17,1468.1,96,1961.48,1414.08,-0.010434877,1
2013-05-07,28600,28900,28950,28400,28600,1.430639,0.000235,2.04,-73,822,54590,14.37,1101.676937,1090.55,15056.2,2235.58,1448.8,95.6,1954.35,1405.47,-0.001749782,1
2013-05-08,28550,28900,28900,28400,28550,1.438204,0.000235,2.03,-177,1738,54545,14.18,1099.888619,1086.25,15105.12,2246.3,1473.7,96.6,1956.45,1400.18,0.017361547,3
2013-05-09,29050,28500,29250,28500,29050,1.436167,0.000238,2.07,3,2235,54585,14.23,1099.124043,1091.65,15082.62,2232.97,1468.6,96.1,1979.45,1411.57,0.001719691,2
2013-05-10,29100,29200,29550,29050,29100,1.416829,0.000233,2.07,-77,2761,54565,14.74,1087.159571,1105.75,15118.49,2246.83,1436.6,96,1944.75,1392.55,0,1
2013-05-13,29100,29000,29200,28900,29100,1.399173,0.000232,2.07,182,1082,54515,14.61,1093.261959,1113.05,15091.68,2241.92,1434.3,95.1,1948.7,1395.03,0.013652089,2
2013-05-14,29500,29150,29600,29150,29500,1.401214,0.000234,2.1,36,1186,54565,13.48,1088.506423,1109.95,15215.25,2217.01,1424.5,94.2,1968.83,1413.38,0.008438869,2
2013-05-15,29750,29550,29850,29500,29750,1.393907,0.000234,2.12,111,2203,54545,13.8,1089.784946,1114.85,15275.69,2224.8,1396.2,94.3,1971.26,1418.39,0.010033529,2
2013-05-16,30050,29900,30200,29850,30050,1.321542,0.000234,2.14,258,2955,54575,13.43,1095.511124,1117.75,15233.22,2251.81,1386.9,95.1,1986.81,1444.71,0.021399994,3
2013-05-20,30700,30500,30850,30300,30700,1.325193,0.000232,2.19,-118,3690,54530,14.27,1092.258128,1118.8,15335.28,2299.99,1384.1,96.8,1982.43,1442.36,-0.003262646,1
2013-05-21,30600,30800,31000,30600,30600,1.335495,0.000233,2.18,282,1902,54535,14.31,1082.488794,1110.85,15387.58,2305.11,1377.6,96,1981.09,1439.43,0.022618089,3
2013-05-22,31300,30900,31600,30850,31300,1.353784,0.000238,2.23,276,3764,54530,14.08,1076.919358,1113.75,15307.17,2302.4,1367.4,94.1,1993.83,1446.96,0.003189795,2
2013-05-23,31400,31400,32000,31250,31400,1.319766,0.000237,2.24,155,3635,54515,14.71,1112.107182,1128.9,15294.5,2275.67,1391.8,94.1,1969.19,1425.59,0,1
2013-05-24,31400,31800,31850,31050,31400,1.320205,0.000236,2.24,220,1223,54535,14.45,1114.513257,1126.55,15303.1,2288.53,1386.6,93.9,1973.45,1429.99,0,1
2013-05-27,31400,31550,31900,31400,31400,1.326252,0.000233,2.24,-80,1341,54555,14.67,1111.094616,1122.65,15303.1,2293.08,1393.3,93.9,1979.97,1437.86,0,1
2013-05-28,31400,31400,31650,30850,31400,1.325463,0.000232,2.24,-248,1995,54520,14.33,1101.601406,1128.15,15409.39,2321.32,1378.9,95,1986.22,1440.66,0.01892801,3
2013-05-29,32000,31700,32150,31550,32000,1.294495,0.000228,2.28,-234,2309,54320,14.28,1120.439039,1133.1,15302.8,2324.02,1391.3,93.1,2001.2,1462.55,-0.004698521,1
2013-05-30,31850,31850,32200,31700,31850,1.295163,0.000209,2.27,-4417,6133,54355,14.36,1117.510152,1128.35,15324.53,2317.75,1411.5,93.6,2000.1,1458.89,0.010929071,2
2013-05-31,32200,32200,32200,31750,32200,1.294321,0.00019,2.29,-517,1952,54295,14.16,1121.628322,1131.05,15115.57,2300.6,1392.6,91.9,2001.05,1463.68,-0.009360443,1
2013-06-03,31900,31950,32150,31750,31900,1.292503,0.000192,2.27,-1253,1833,54305,14.45,1131.335943,1127.15,15254.03,2299.25,1411.7,93.5,1989.57,1453.58,0.010912033,2
2013-06-04,32250,32150,32450,32000,32250,1.264041,0.000194,2.3,-692,1653,54305,14.36,1119.726738,1122.75,15177.54,2272.42,1397.1,93.4,1989.51,1453.57,-0.034703798,0
2013-06-05,31150,32350,32400,31150,31150,1.283533,0.000213,2.22,-451,1583,54250,15.05,1125.025136,1118.95,14960.59,2270.93,1398.4,93.7,1959.19,1428.18,-0.001606426,1
2013-06-07,31100,31650,31900,30900,31100,1.251594,0.000207,2.22,-53,2942,54310,16.76,1146.183833,1117.3,15248.12,2210.9,1383,96.1,1923.85,1387.88,0.048637037,3
2013-06-10,32650,31700,32900,31600,32650,1.251081,0.000245,2.33,-802,3674,54255,15.82,1137.633649,1127.85,15238.59,2210.9,1386.2,95.9,1932.7,1406.1,-0.004604766,1
2013-06-11,32500,32900,32950,32300,32500,1.214498,0.00024,2.32,-224,1420,53790,15.37,1172.403101,1134.3,15122.02,2210.9,1377,95.4,1920.68,1398.46,-0.004626068,1
2013-06-12,32350,32300,32700,32250,32350,1.225218,0.00024,2.31,-111,896,53665,15.64,1179.105258,1128.05,14995.23,2210.9,1391.8,95.9,1909.91,1387.12,-0.009316838,1
2013-06-13,32050,32250,32450,31600,32050,1.219599,0.000238,2.28,-1073,2602,53675,16.82,1198.409332,1130.1,15176.08,2148.36,1377.6,96.7,1882.73,1362.12,-0.017309638,0
2013-06-14,31500,32150,32250,31200,31500,1.214743,0.000243,2.24,-223,952,53790,15.78,1189.90816,1127.2,15070.18,2162.04,1387.3,97.8,1889.24,1367.1,-0.033901552,0
2013-06-17,30450,31400,31600,30100,30450,1.215031,0.000263,2.17,-1236,1552,53785,16.03,1188.877174,1127.65,15179.85,2156.22,1382.8,97.9,1883.1,1348.43,0.041806731,3
2013-06-18,31750,30900,31750,30900,31750,1.246397,0.000284,2.26,-1097,2549,53810,15.89,1187.04246,1135.05,15318.23,2159.29,1366.6,98.4,1900.62,1376.33,0.004713284,2
2013-06-19,31900,32000,32400,31550,31900,1.242073,0.000283,2.27,-623,1774,53840,16.59,1189.406691,1130.65,15112.19,2143.45,1373.6,98,1888.31,1366.67,-0.027007201,0
2013-06-20,31050,31400,31700,30850,31050,1.234173,0.000286,2.21,-552,1077,53550,17.37,1169.199388,1146.4,14758.32,2084.02,1285.9,95.1,1850.49,1333.84,-0.008084118,1
2013-06-21,30800,30200,31000,30000,30800,1.225818,0.000284,2.2,376,834,53450,18.57,1184.939945,1154.25,14799.4,2073.1,1291.6,93.8,1822.83,1320.46,-0.034685558,0
2013-06-24,29750,30900,30950,29750,29750,1.249648,0.000304,2.12,-599,855,53280,19.95,1191.196064,1162.25,14659.56,1963.24,1276.8,95.2,1799.01,1296.42,-0.008438869,1
2013-06-25,29500,29500,30300,28900,29500,1.227541,0.000305,2.1,-446,2783,53415,20.23,1179.601227,1153.65,14760.31,1959.51,1274.8,95.2,1780.63,1276.24,0.025105921,3
2013-06-26,30250,30150,30400,29700,30250,1.231028,0.00031,2.16,-608,2342,53485,20.32,1188.251619,1156.05,14910.14,1951.5,1229.6,95.5,1783.45,1287.6,0.013136478,2
2013-06-27,30650,30900,31000,30600,30650,1.1941,0.000312,2.18,-1763,2589,53580,18.1,1166.886812,1148.45,15024.49,1950.01,1211.4,97,1834.7,1322.49,0.017785432,3
2013-06-28,31200,30900,31200,30450,31200,1.191712,0.000314,2.22,-981,2221,53645,17.11,1150.387675,1142.45,14909.6,1979.21,1223.8,96.5,1863.32,1341.86,0.011155494,2
2013-07-01,31550,30950,31850,30850,31550,1.188763,0.000312,2.25,-991,1937,53520,17.24,1138.897243,1136.05,14974.96,1995.24,1255.9,98,1855.73,1341.25,-0.091198202,0
2013-07-02,28800,31500,31550,28750,28800,1.190391,0.000439,2.05,-2698,4270,53600,17.06,1130.753138,1135.05,14932.41,2006.56,1243.6,99.6,1855.02,1325.28,-0.00173762,1
2013-07-03,28750,29350,29800,28550,28750,1.16874,0.000431,2.05,-831,3031,53600,17.93,1146.320651,1141.85,14988.55,1994.27,1252.1,101.2,1824.66,1301.99,0,1
2013-07-04,28750,28950,29050,28000,28750,1.167314,0.000422,2.05,-712,1780,53610,17.55,1139.294282,1139.75,14988.55,2006.1,1249.4,101.2,1839.14,1308.48,-0.012248622,1
2013-07-05,28400,28950,29300,27950,28400,1.169306,0.000424,2.02,-705,1592,53565,18.15,1141.102409,1151.03,15135.84,2007.2,1212.9,103.2,1833.31,1288.15,-0.021353124,0
2013-07-08,27800,28100,28600,27400,27800,1.183994,0.000432,1.98,-115,2032,53500,18.62,1136.530087,1148.35,15224.69,1958.27,1234.9,103.1,1816.85,1272.03,0.019591009,3
2013-07-09,28350,28050,28450,27750,28350,1.18856,0.000415,2.02,174,1524,53505,18.05,1130.664952,1142.65,15300.34,1965.45,1245.9,103.7,1830.35,1289.24,-0.030441026,0
2013-07-10,27500,28150,28300,27400,27500,1.194239,0.000428,1.96,-711,2199,53600,17.81,1133.20367,1136.15,15291.66,2008.13,1247.4,106.3,1824.16,1273.11,0.03220314,3
2013-07-11,28400,27900,28400,27650,28400,1.186761,0.000444,2.02,120,1603,53765,17.3,1139.550198,1124.85,15460.92,2072.99,1280.1,104.8,1877.6,1324.13,0.003514942,2
2013-07-12,28500,28450,28650,28100,28500,1.179307,0.000444,2.03,-320,1371,53800,17.07,1133.06817,1125.25,15464.3,2039.49,1277.8,106,1869.98,1324.6,-0.001755927,1
2013-07-15,28450,28500,28750,28050,28450,1.188658,0.000442,2.03,-374,660,53760,17.39,1124.587046,1123.35,15484.26,2059.39,1283.8,106.4,1875.16,1329.49,0,1
2013-07-16,28450,28650,28700,28300,28450,1.191733,0.000427,2.03,-503,1171,53755,18.16,1122.423328,1116.25,15451.85,2065.72,1290.8,106,1866.36,1323.66,0.005258557,2
2013-07-17,28600,28750,28850,28200,28600,1.189199,0.000411,2.04,-492,1194,53720,18.1,1120.154262,1118.25,15470.52,2044.92,1277.9,106.5,1887.49,1333.92,0.020761991,3
2013-07-18,29200,28950,29450,28750,29200,1.152586,0.000417,2.08,-816,3044,53780,18.17,1119.182578,1125.45,15548.54,2023.4,1284.6,108,1875.48,1326.76,-0.027779564,0
2013-07-19,28400,29300,29350,28400,28400,1.166166,0.000429,2.02,-880,1425,53815,18.08,1116.057376,1120.41,15543.74,1992.65,1293.3,108.2,1871.41,1308.47,-0.014184635,0
2013-07-22,28000,28400,28500,27850,28000,1.161231,0.000431,2,-1271,796,53845,18.21,1125.314165,1119.35,15545.55,2004.76,1336.4,106.8,1880.35,1304.87,0.007117468,2
2013-07-23,28200,27900,28400,27750,28200,1.132361,0.000429,2.01,71,1248,53780,17.05,1120.814117,1117.9,15567.74,2043.88,1335.1,107.2,1904.15,1327.45,0.012334958,2
2013-07-24,28550,28300,28750,28300,28550,1.131537,0.000431,2.03,-55,985,53775,16.52,1114.439784,1116,15542.24,2033.33,1319.7,105.3,1912.08,1338.84,0.001749782,2
2013-07-25,28600,29150,29250,28400,28600,1.12754,0.000431,2.04,-1319,1797,53695,16.4,1120.535714,1116.95,15555.61,2021.17,1329,105.6,1909.61,1338.68,-0.015859363,0
2013-07-26,28150,28850,28850,27900,28150,1.131051,0.000432,2.01,-957,2212,53680,15.9,1133.499593,1113.55,15558.83,2010.85,1321.7,104.7,1910.81,1339.04,-0.041710489,0
2013-07-29,27000,27950,27950,26900,27000,1.134138,0.000456,1.92,-1544,3142,53700,16.32,1136.498213,1113.2,15521.97,1976.31,1328.4,104.6,1899.89,1319.09,0.003696862,2
2013-07-30,27100,27050,27300,26600,27100,1.131611,0.000456,1.93,1215,1592,53775,15.95,1136.854436,1116.05,15520.59,1990.06,1324,103.1,1917.05,1323.64,0.003683245,2
2013-07-31,27200,27200,27350,27150,27200,1.13805,0.000449,1.94,180,1458,53750,16.26,1143.814852,1124.37,15499.54,1993.8,1312.4,105.1,1914.03,1317.75,0.00732604,2
2013-08-01,27400,27250,27450,27100,27400,1.137886,0.000448,1.95,-466,1956,53735,15.48,1133.957893,1125.68,15628.02,2029.07,1311,107.9,1920.74,1323.92,0.001823155,2
2013-08-02,27450,27500,27700,27250,27450,1.140474,0.000448,1.96,-831,2684,53745,14.92,1130.466458,1117.24,15658.36,2029.42,1310.6,106.9,1923.38,1326.55,-0.001823155,1
2013-08-05,27400,27300,27400,27150,27400,1.129156,0.000443,1.95,38,1406,53755,14.92,1129.257908,1113.9,15612.13,2050.48,1302.6,106.6,1916.22,1327.16,0.005459522,2
2013-08-06,27550,27600,27750,27350,27550,1.108193,0.000443,1.96,324,1208,53790,14.98,1141.590653,1113.85,15518.74,2060.5,1283.2,105.4,1906.62,1329.97,-0.036972788,0
2013-08-07,26550,27350,27400,26550,26550,1.126775,0.000464,1.89,-1454,2107,53720,15.35,1156.369657,1117.4,15470.67,2046.78,1286.1,104.3,1878.33,1307.39,-0.013270337,0
2013-08-08,26200,26350,26600,26000,26200,1.11113,0.000462,1.87,-630,1105,53735,14.96,1156.038798,1108.41,15498.32,2044.9,1310.7,103.5,1883.97,1305.98,0.01702974,3
2013-08-09,26650,26200,27100,26200,26650,1.128943,0.000467,1.9,-173,1211,53795,14.38,1155.25304,1111.7,15425.51,2052.24,1312.9,106,1880.71,1312.31,0.013047715,2
2013-08-12,27000,26650,27300,26600,27000,1.130322,0.000468,1.92,329,1286,53820,14.72,1154.391962,1114.45,15419.68,2101.28,1334.7,106.2,1884.83,1313.91,0.047024939,3
2013-08-13,28300,27050,28300,27050,28300,1.155788,0.0005,2.02,2050,2618,53820,14.26,1139.158774,1118.54,15451.01,2106.16,1321.2,106.7,1913.03,1344.74,0.029593108,3
2013-08-14,29150,28750,29200,28600,29150,1.169276,0.000516,2.08,395,4256,53735,13.78,1141.530612,1118.7,15337.66,2100.14,1334,106.9,1923.91,1356.04,-0.01555779,0
2013-08-16,28700,28700,29000,28500,28700,1.172069,0.00051,2.05,-71,2435,53710,14.23,1140.998053,1113.5,15081.47,2068.45,1371.7,107.5,1920.11,1341.98,-0.005240187,1
2013-08-19,28550,28550,28650,28300,28550,1.17934,0.00051,2.03,-151,1086,53700,14.51,1141.245533,1117.85,15010.74,2085.6,1366.2,107.1,1917.64,1343.49,-0.001752849,1
2013-08-20,28500,28500,29150,28400,28500,1.164703,0.00051,2.03,-555,2917,53800,15.58,1153.846154,1120.5,15002.99,2072.6,1373.1,105.1,1887.85,1326,-0.010582109,1
2013-08-21,28200,28700,28850,28050,28200,1.166396,0.000511,2.01,255,435,53745,16.11,1144.598054,1117.7,14897.55,2072.96,1370.6,103.9,1867.46,1314.19,-0.005333346,1
2013-08-22,28050,27800,28350,27700,28050,1.161722,0.000511,2,392,1081,53715,16.32,1135.91692,1121.15,14963.74,2067.12,1371.2,105.1,1849.12,1304.66,0.015915455,3
2013-08-23,28500,28400,28850,28300,28500,1.168849,0.000509,2.03,526,1228,53750,15,1131.306466,1114.45,15010.51,2057.46,1395.7,106.5,1870.16,1326.42,-0.005277057,1
2013-08-26,28350,28500,28700,28150,28350,1.148548,0.000509,2.02,-537,266,53810,14.61,1129.62963,1113.25,14946.46,2096.47,1393,106,1887.86,1340.4,-0.014209831,0
2013-08-27,27950,28100,28350,27800,27950,1.149158,0.000509,1.99,-678,563,53810,15.3,1149.835459,1118.1,14776.13,2103.57,1420.6,109,1885.84,1334.33,-0.008984786,1
2013-08-28,27700,27350,27850,27350,27700,1.148663,0.000509,1.97,-379,1160,53845,15.7,1141.681153,1116.45,14824.51,2101.3,1418.6,110,1884.52,1332.23,-0.009066245,1
2013-08-29,27450,27700,28000,27400,27450,1.131361,0.000507,1.96,-650,1503,53890,15.66,1130.907613,1112.7,14840.95,2097.23,1412.9,108.8,1907.54,1342.25,0.02872729,3
2013-08-30,28250,27600,28250,27550,28250,1.141397,0.000506,2.01,5,3024,53940,15.73,1132.107194,1111.05,14810.31,2098.38,1396.1,107.7,1926.36,1337.08,0.001768347,2
2013-09-02,28300,28500,28650,28200,28300,1.141299,0.000506,2.02,-469,938,53950,16.12,1104.982386,1097.8,14810.31,2098.45,1390.7,107.7,1924.81,1337.3,0.005286356,2
2013-09-03,28450,28550,28650,28300,28450,1.1401,0.000462,2.03,-609,1410,53890,16.02,1100.410657,1098.65,14833.96,2123.11,1412,108.5,1933.74,1334.07,0.007005283,2
2013-09-04,28650,28400,28700,28200,28650,1.141156,0.000464,2.04,-405,1201,53830,16.26,1099.24661,1094.3,14930.87,2127.62,1389.9,107.1,1933.03,1335.86,-0.017606089,0
2013-09-05,28150,27400,28150,27300,28150,1.129,0.000468,2.01,-5091,7017,53800,16.16,1097.630474,1097.85,14937.48,2122.43,1373.1,108.4,1951.65,1346.65,-0.038013627,0
2013-09-06,27100,28100,28250,26850,27100,1.129203,0.000487,1.93,-4295,2579,53750,15.97,1104.244568,1092.65,14922.5,2139.99,1386.7,110.5,1955.31,1339.02,0.048614433,3
2013-09-09,28450,27600,28450,27550,28450,1.077171,0.000528,2.03,-652,4264,53845,16.41,1087.184895,1082.51,15063.12,2212.52,1386.8,109.4,1974.67,1367.76,0.017422043,3
2013-09-10,28950,28550,28950,28400,28950,1.079229,0.000516,2.06,-278,3732,53860,15.9,1081.067623,1085.5,15191.06,2237.98,1364.1,107.3,1994.06,1393.2,-0.001728609,1
2013-09-11,28900,29100,29300,28700,28900,1.074862,0.000485,2.06,-406,1833,53615,15.65,1085.273254,1086.25,15326.6,2241.27,1363.9,107.6,2003.85,1391.44,0,1
2013-09-12,28900,29000,29300,28750,28900,1.08128,0.000484,2.06,-739,2696,53715,15.71,1091.765773,1083.25,15300.64,2255.61,1330.4,108.6,2004.06,1388.75,0.003454235,2
2013-09-13,29000,28900,29250,28800,29000,1.079095,0.000474,2.07,-129,1895,53690,15.76,1094.851904,1086.75,15376.06,2236.22,1308.4,108.2,1994.32,1386.84,0.027212564,3
2013-09-16,29800,29300,29850,29300,29800,1.054837,0.000486,2.12,1105,1270,53800,15.93,1094.477038,1082,15494.78,2231.4,1317.9,106.5,2013.37,1402.84,0.016639319,3
2013-09-17,30300,30000,30450,29650,30300,1.049968,0.000471,2.16,1216,2056,53860,16.37,1090.057419,1082.1,15529.73,2185.56,1309.5,105.4,2005.58,1389.37,0.008216973,2
2013-09-23,30550,30650,30700,30200,30550,1.067457,0.000471,2.18,-193,2589,53970,15.91,1087.651822,1074.6,15401.38,2221.04,1326.9,103.7,2009.41,1400.13,-0.001638002,1
2013-09-24,30500,30400,30850,30250,30500,1.068129,0.00046,2.17,-756,1972,53905,15.43,1090.318329,1075.49,15334.59,2207.53,1316,103.3,2007.1,1406.05,-0.024897552,0
2013-09-25,29750,30300,30400,29600,29750,1.066274,0.000468,2.12,-810,1755,53950,15.01,1090.743366,1077,15273.26,2198.52,1335.9,102.8,1998.06,1405.37,0.019967386,3
2013-09-26,30350,29750,30600,29700,30350,1.069886,0.000469,2.16,-66,2036,53930,14.62,1087.563195,1075.6,15328.3,2155.81,1323.6,103,2007.32,1418.67,0,1
2013-09-27,30350,30550,30600,29850,30350,1.069112,0.000467,2.16,31,1078,53955,14.45,1093.263458,1074.35,15258.24,2160.03,1338.4,102.8,2011.8,1415.79,-0.003300333,1
2013-09-30,30250,30300,30750,30000,30250,1.07042,0.00034,2.16,1020,1346,53980,15.38,1096.253955,1074,15129.67,2174.67,1326.5,102.4,1996.96,1407.27,-0.00996686,1
2013-10-01,29950,30200,30500,29800,29950,1.06966,0.000341,2.13,106,1028,53965,15.53,1093.864656,1073.3,15191.7,2174.67,1286,101.9,1998.87,1407,0.039284921,3
2013-10-02,31150,30650,31250,30600,31150,1.070239,0.000367,2.22,745,1793,53990,14.72,1104.69778,1074.65,15133.14,2174.67,1320.6,104.1,1999.47,1417.51,0.040886198,3
2013-10-04,32450,31700,32450,31550,32450,1.070021,0.00039,2.31,-276,6901,53990,15.1,1103.540552,1072.2,15072.58,2174.67,1309.7,103.8,1996.98,1414.32,0.013772215,2
2013-10-07,32900,32750,33100,32600,32900,1.068684,0.000382,2.34,-1225,7077,54000,15.38,1104.699093,1072,14936.24,2174.67,1324.8,103.1,1994.42,1422.18,-0.004569696,1
2013-10-08,32750,32800,32900,32450,32750,1.077076,0.000378,2.33,-9953,13455,53970,15.39,1106.701031,1073.5,14776.53,2198.2,1324.2,103.5,2002.76,1429.69,0.025623105,3
2013-10-10,33600,32750,33900,32700,33600,1.06636,0.000369,2.39,-750,3213,53920,15.51,1092.13609,1072.15,15126.07,2190.93,1296.6,102.9,2001.4,1436.94,-0.007468295,1
2013-10-11,33350,33900,34000,33100,33350,1.050686,0.000356,2.38,-378,3133,53960,13.92,1090.608466,1071.85,15237.11,2228.15,1268,101.9,2024.9,1454.4,-0.00752449,1
2013-10-14,33100,33100,33400,32550,33100,1.051668,0.000358,2.36,-643,1327,53925,14.19,1092.317098,1072,15301.26,2237.77,1276.4,102.4,2020.27,1452.13,0.010518504,2
